Account_id,Name,Timestamp,Credit/Debit,Amount
1202166,CTV,12/9/2013,C,$47
1202167,H7V,9/9/2013,D,$39
1202168,=DE,6/15/2013,C,$35
1202169,HS;,1/5/2014,C,$10
1202170,?8C,10/17/2014,C,$6
1202171,Z1.,6/19/2013,D,$39
1202172,YJ3,5/16/2013,D,$38
1202173,08T,7/18/2014,C,$34
1202174,GMA,5/9/2014,D,$46
1202175,@H8,5/11/2014,C,$22
1202176,I38,12/4/2012,C,$12
1202177,K7P,3/8/2013,D,$31
1202178,=PC,9/16/2014,C,$45
1202179,2SI,6/11/2013,D,$35
1202180,NK/,5/26/2012,C,$2
1202181,@2=,5/14/2013,C,$30
1202182,P2=,3/6/2012,C,$32
1202183,Q>5,12/16/2014,D,$42
1202184,;T8,7/6/2013,C,$36
1202185,RNG,12/7/2013,C,$15
1202186,JNQ,4/26/2013,D,$22
1202187,:LH,7/18/2012,C,$36
1202188,>ZF,4/15/2013,D,$50
1202189,SCD,10/17/2013,C,$11
1202190,NCU,3/9/2012,C,$40
1202191,ZJA,2/19/2013,C,$1
1202192,:-I,4/24/2014,D,$24
1202193,JFM,10/9/2014,D,$6
1202194,80=,12/13/2014,C,$29
1202195,4YJ,12/2/2014,D,$1
1202196,322,1/21/2012,C,$9
1202197,P<.,4/11/2013,C,$8
1202198,MB0,11/4/2013,D,$22
1202199,-2K,10/1/2014,C,$22
1202200,/15,3/4/2014,D,$35
1202201,T2Q,3/18/2012,C,$25
1202202,C1J,9/2/2012,C,$3
1202203,NBV,11/27/2014,C,$16
1202204,MT5,9/13/2014,D,$38
1202205,6WB,9/27/2014,C,$23
1202206,T<9,10/14/2013,C,$24
1202207,Z9U,12/25/2014,D,$39
1202208,BJU,2/8/2012,C,$10
1202209,I2M,10/17/2014,D,$19
1202210,.>F,7/4/2014,C,$3
1202211,T@?,10/14/2013,C,$11
1202212,5R2,11/6/2012,C,$34
1202213,KJ0,3/11/2012,D,$48
1202214,UNR,12/8/2013,D,$28
1202215,V<4,8/9/2013,C,$33
1202216,M93,1/27/2014,D,$3
1202217,ZCI,4/12/2013,C,$3
1202218,99<,2/3/2012,C,$18
1202219,ZV;,11/20/2012,D,$27
1202220,2YQ,3/24/2014,C,$10
1202221,81;,7/3/2012,D,$26
1202222,EOQ,6/1/2013,C,$21
1202223,ZNC,7/3/2014,C,$36
1202224,9Z:,3/7/2012,C,$18
1202225,.TF,11/7/2012,D,$4
1202226,8S>,8/11/2013,C,$39
1202227,<@H,7/11/2013,C,$23
1202228,5F6,4/3/2012,D,$11
1202229,KJ=,11/17/2012,C,$48
1202230,NOX,11/2/2012,D,$27
1202231,I4L,1/21/2012,C,$39
1202232,=JW,5/5/2013,C,$17
1202233,@8H,8/17/2014,C,$21
1202234,E.H,6/7/2014,D,$44
1202235,62U,1/4/2012,D,$34
1202236,7F/,9/16/2013,C,$27
1202237,3MM,1/11/2012,D,$8
1202238,W37,5/18/2013,C,$35
1202239,@ZC,2/21/2013,C,$20
1202240,OD5,8/1/2013,D,$5
1202241,NKZ,12/12/2012,C,$49
1202242,CS4,12/12/2013,D,$46
1202243,7R5,5/11/2012,C,$47
1202244,<@3,9/26/2013,C,$19
1202245,QWV,3/16/2013,C,$17
1202246,U92,11/5/2014,D,$21
1202247,7W@,10/9/2014,C,$12
1202248,TRZ,7/13/2014,C,$35
1202249,@1>,8/11/2013,D,$30
1202250,P-O,10/17/2012,C,$44
1202251,ZRA,5/20/2013,D,$42
1202252,DEJ,11/8/2012,C,$27
1202253,<DN,7/10/2012,C,$40
1202254,H0K,8/7/2013,C,$29
1202255,ARN,3/5/2012,D,$44
1202256,N75,12/9/2012,D,$43
1202257,KPO,1/16/2013,C,$40
1202258,3G?,1/1/2013,D,$4
1202259,787,11/9/2012,C,$40
1202260,7I6,10/7/2014,C,$26
1202261,NK8,6/12/2012,D,$50
1202262,1H5,8/4/2012,C,$42
1202263,0W4,8/27/2013,D,$28
1202264,P/?,1/18/2013,C,$23
1202265,37>,2/25/2012,C,$49
1202266,N:N,5/10/2014,C,$47
1202267,Z?8,1/18/2012,D,$32
1202268,KZD,9/16/2013,C,$39
1202269,>89,10/13/2014,C,$46
1202270,KJ<,3/25/2012,D,$39
1202271,T9.,8/22/2013,C,$22
1202272,O?W,6/7/2013,D,$9
1202273,CZ6,2/4/2014,C,$36
1202274,K:D,5/24/2013,C,$24
1202275,9:O,3/4/2013,C,$15
1202276,VU9,7/10/2013,D,$42
1202277,M@B,8/20/2012,D,$19
1202278,99E,9/1/2013,C,$25
1202279,T1W,12/2/2013,D,$49
1202280,W=2,8/17/2014,C,$43
1202281,X?V,6/3/2014,C,$24
1202282,=>@,7/9/2012,D,$32
1202283,NV;,8/26/2012,C,$9
1202284,.S>,11/11/2012,D,$36
1202285,MTB,3/8/2013,C,$43
1202286,W5>,12/18/2013,C,$5
1202287,IM4,5/10/2012,C,$50
1202288,LBJ,6/22/2013,D,$36
1202289,Y3Z,6/9/2012,C,$47
1202290,?T@,12/20/2013,C,$20
1202291,/E?,7/5/2013,D,$46
1202292,<G2,4/2/2012,C,$15
1202293,OMC,11/22/2012,D,$7
1202294,FXK,11/8/2014,C,$25
1202295,P-:,11/22/2014,C,$6
1202296,.6;,12/21/2013,C,$27
1202297,:LU,9/14/2014,D,$22
1202298,6-/,3/14/2014,D,$32
1202299,EJX,5/17/2013,C,$21
1202300,91@,7/27/2013,D,$24
1202301,=5I,4/11/2014,C,$45
1202302,D-T,3/11/2012,C,$29
1202303,30?,11/20/2013,D,$29
1202304,CVG,1/24/2013,C,$46
1202305,I-J,12/25/2013,D,$30
1202306,L4P,3/13/2012,C,$39
1202307,E61,3/18/2012,C,$9
1202308,9<A,3/3/2013,C,$5
1202309,UND,6/8/2014,D,$10
1202310,VLK,12/14/2014,C,$31
1202311,/53,7/16/2012,C,$48
1202312,KKC,2/2/2014,D,$31
1202313,K8T,5/27/2014,C,$13
1202314,=KM,8/14/2014,D,$41
1202315,2G2,10/9/2013,C,$35
1202316,U?5,7/18/2013,C,$39
1202317,O1I,11/23/2012,C,$26
1202318,C.C,2/4/2013,D,$14
1202319,??<,4/14/2013,D,$47
1202320,GN@,10/2/2012,C,$48
1202321,/M-,2/15/2014,D,$17
1202322,SJE,7/27/2013,C,$13
1202323,7<8,6/20/2013,C,$14
1202324,7WC,8/26/2014,D,$14
1202325,@98,5/22/2012,C,$9
1202326,.6<,10/23/2013,D,$38
1202327,GBN,2/15/2014,C,$48
1202328,T=I,9/17/2012,C,$26
1202329,>S.,7/22/2012,C,$18
1202330,H?M,1/12/2014,D,$40
1202331,<HE,1/16/2012,C,$3
1202332,W:K,5/1/2014,C,$17
1202333,5E9,1/23/2012,D,$5
1202334,@R=,2/6/2012,C,$46
1202335,=B?,3/19/2014,D,$26
1202336,5E.,5/10/2012,C,$25
1202337,P:/,6/21/2012,C,$45
1202338,TEN,7/1/2012,C,$47
1202339,D9R,11/2/2014,D,$8
1202340,E63,12/3/2013,D,$44
1202341,CWB,12/15/2013,C,$24
1202342,P5>,8/20/2012,D,$9
1202343,GKN,1/11/2014,C,$19
1202344,C-P,4/8/2014,C,$37
1202345,5.H,3/10/2012,D,$18
1202346,;>T,10/24/2014,C,$7
1202347,RT;,10/20/2014,D,$38
1202348,YOZ,6/13/2012,C,$40
1202349,-3N,12/18/2013,C,$49
1202350,<-@,11/6/2014,C,$49
1202351,:HU,7/6/2013,D,$10
1202352,TTC,11/10/2014,C,$46
1202353,@>M,5/10/2014,C,$23
1202354,2Q9,3/22/2014,D,$37
1202355,-I.,6/11/2014,C,$4
1202356,2<@,6/15/2012,D,$32
1202357,678,9/10/2013,C,$18
1202358,MHL,2/4/2012,C,$35
1202359,FP7,3/26/2012,C,$26
1202360,SC0,7/2/2014,D,$14
1202361,6>R,10/1/2012,D,$35
1202362,?OI,8/3/2013,C,$1
1202363,8YM,8/27/2014,D,$43
1202364,NAH,2/3/2012,C,$49
1202365,5G1,9/12/2014,C,$37
1202366,YXG,8/13/2013,D,$34
1202367,JB>,4/14/2012,C,$21
1202368,M=:,6/2/2013,D,$18
1202369,J;/,11/8/2013,C,$38
1202370,R=X,11/7/2014,C,$48
1202371,:77,12/22/2012,C,$28
1202372,GVF,9/26/2014,D,$39
1202373,I7:,1/19/2012,C,$1
1202374,BLO,8/18/2012,C,$1
1202375,ZDX,11/26/2012,D,$6
1202376,Z=-,11/7/2012,C,$14
1202377,G4R,7/8/2013,D,$12
1202378,C:.,7/21/2013,C,$30
1202379,I-P,3/3/2014,C,$19
1202380,5-E,2/3/2014,C,$44
1202381,:O/,10/11/2013,D,$50
1202382,517,1/22/2012,D,$33
1202383,D@J,5/11/2014,C,$44
1202384,L>I,2/4/2014,D,$44
1202385,=-W,4/4/2012,C,$50
1202386,TKF,7/13/2014,C,$13
1202387,<:T,11/8/2013,D,$28
1202388,PJQ,11/19/2012,C,$30
1202389,Z@A,11/27/2012,D,$37
1202390,QR/,9/21/2013,C,$41
1202391,G<T,5/3/2013,C,$25
1202392,OHJ,3/27/2013,C,$14
1202393,BN.,3/16/2012,D,$22
1202394,:QN,5/16/2014,C,$12
1202395,MC?,5/13/2013,C,$22
1202396,JT2,12/19/2014,D,$47
1202397,MO3,6/1/2014,C,$48
1202398,LT8,11/13/2014,D,$29
1202399,K<6,7/10/2014,C,$7
1202400,O/:,9/20/2012,C,$13
1202401,N;F,12/24/2013,C,$47
1202402,@WQ,5/1/2014,D,$50
1202403,F21,5/7/2012,D,$47
1202404,3TG,12/9/2013,C,$30
1202405,/S-,3/20/2012,D,$20
1202406,@D5,3/12/2014,C,$7
1202407,37=,5/18/2014,C,$28
1202408,NBR,12/27/2013,D,$11
1202409,SP@,12/3/2014,C,$46
1202410,J:@,1/3/2014,D,$21
1202411,-<L,9/28/2013,C,$46
1202412,ZPI,10/15/2012,C,$46
1202413,WBV,5/2/2014,C,$37
1202414,<M2,1/25/2013,D,$13
1202415,TJN,7/21/2014,C,$28
1202416,F1=,6/19/2014,C,$44
1202417,1C.,4/14/2013,D,$13
1202418,;1L,12/17/2013,C,$35
1202419,NE<,2/7/2013,D,$30
1202420,LTJ,11/10/2014,C,$28
1202421,?3K,10/14/2013,C,$28
1202422,MA?,8/11/2013,C,$1
1202423,MP1,10/25/2013,D,$38
1202424,4:>,3/2/2012,D,$13
1202425,.9A,9/3/2013,C,$24
1202426,P1M,9/10/2014,D,$20
1202427,LU=,3/11/2012,C,$31
1202428,TEM,5/2/2013,C,$1
1202429,>G6,8/17/2014,D,$43
1202430,EP5,4/10/2012,C,$40
1202431,DQK,12/19/2013,D,$47
1202432,.VS,8/3/2014,C,$9
1202433,AZ8,3/19/2014,C,$50
1202434,UX6,1/15/2014,C,$46
1202435,-LK,5/11/2012,D,$11
1202436,1?F,1/1/2012,C,$11
1202437,?2;,6/26/2013,C,$29
1202438,793,11/20/2013,D,$27
1202439,SVY,2/16/2014,C,$20
1202440,RHJ,1/18/2013,D,$50
1202441,?R?,1/9/2013,C,$46
1202442,E;Q,3/22/2012,C,$34
1202443,??S,1/13/2014,C,$45
1202444,51/,7/23/2013,D,$38
1202445,XG1,2/17/2014,D,$28
1202446,RR6,6/17/2012,C,$28
1202447,0T;,10/23/2014,D,$46
1202448,T>T,1/22/2012,C,$14
1202449,P8.,1/21/2013,C,$45
1202450,TH5,7/13/2014,D,$20
1202451,-G;,2/15/2013,C,$26
1202452,9?B,12/27/2014,D,$25
1202453,S:-,7/9/2014,C,$33
1202454,O@3,4/3/2012,C,$29
1202455,2=K,9/16/2012,C,$43
1202456,Q-Y,5/13/2012,D,$26
1202457,8I=,6/25/2014,C,$14
1202458,N:Y,5/16/2013,C,$33
1202459,5:T,4/23/2013,D,$23
1202460,D.Q,3/7/2012,C,$24
1202461,0CR,10/4/2014,D,$41
1202462,C1F,5/11/2012,C,$33
1202463,P/J,5/27/2014,C,$19
1202464,;;<,8/14/2014,C,$42
1202465,XWS,6/12/2012,D,$19
1202466,DMB,3/19/2014,D,$19
1202467,GGE,1/5/2014,C,$11
1202468,TL3,10/6/2013,D,$47
1202469,9MY,12/12/2012,C,$31
1202470,T>U,3/28/2014,C,$32
1202471,-/>,6/2/2013,D,$10
1202472,IMS,6/25/2013,C,$26
1202473,;X4,10/11/2013,D,$7
1202474,RLY,10/2/2013,C,$8
1202475,:-H,6/6/2012,C,$1
1202476,81G,11/20/2014,C,$34
1202477,;O@,4/5/2014,D,$32
1202478,SVH,4/25/2012,C,$6
1202479,AD8,12/1/2012,C,$13
1202480,@/?,11/11/2013,D,$28
1202481,5J8,1/5/2013,C,$30
1202482,D7F,2/12/2012,D,$17
1202483,A1Q,7/11/2013,C,$49
1202484,J6<,9/6/2014,C,$2
1202485,3QG,7/23/2012,C,$50
1202486,ZGH,11/8/2014,D,$27
1202487,@M3,10/11/2013,D,$18
1202488,V2L,4/6/2013,C,$2
1202489,J8J,12/16/2014,D,$47
1202490,JO>,5/21/2013,C,$35
1202491,>1>,7/21/2013,C,$9
1202492,?D8,6/3/2014,D,$37
1202493,ID7,11/15/2014,C,$23
1202494,7X8,1/17/2013,D,$42
1202495,3NR,12/11/2012,C,$17
1202496,/XC,3/16/2014,C,$33
1202497,KS0,6/20/2013,C,$36
1202498,;4R,3/22/2014,D,$43
1202499,LP<,7/23/2012,C,$50
1202500,ST8,8/14/2013,C,$14
1202501,I?=,8/6/2012,D,$15
1202502,3NE,1/23/2014,C,$9
1202503,C47,9/13/2014,D,$10
1202504,5B8,7/5/2012,C,$5
1202505,XJ@,11/23/2012,C,$8
1202506,=HF,2/8/2012,C,$45
1202507,JMC,5/5/2014,D,$3
1202508,0V>,7/14/2013,D,$40
1202509,UUJ,12/2/2013,C,$6
1202510,F=0,6/3/2014,D,$33
1202511,;:F,4/8/2014,C,$24
1202512,-GX,9/15/2014,C,$1
1202513,376,11/8/2013,D,$28
1202514,/1=,10/12/2012,C,$32
1202515,:90,5/28/2013,D,$30
1202516,?R4,11/1/2014,C,$1
1202517,37I,1/14/2014,C,$48
1202518,R8>,8/22/2012,C,$1
1202519,9;G,3/13/2013,D,$17
1202520,NUM,10/5/2012,C,$29
1202521,78R,11/27/2013,C,$33
1202522,OOB,2/8/2013,D,$17
1202523,KF;,7/3/2013,C,$9
1202524,PF>,7/22/2014,D,$33
1202525,Y/D,12/27/2013,C,$31
1202526,WXH,6/4/2014,C,$25
1202527,MQV,5/7/2014,C,$24
1202528,/4D,10/25/2012,D,$19
1202529,;CA,6/28/2012,D,$10
1202530,=98,2/22/2013,C,$30
1202531,L0T,11/26/2012,D,$25
1202532,?GF,8/24/2013,C,$3
1202533,RTK,10/22/2014,C,$5
1202534,J<:,3/21/2014,D,$27
1202535,ZP=,7/26/2013,C,$35
1202536,8N<,7/8/2014,D,$36
1202537,-P5,8/22/2014,C,$41
1202538,LMV,8/19/2013,C,$50
1202539,7=O,5/16/2014,C,$43
1202540,N=1,10/12/2013,D,$14
1202541,WAO,12/11/2013,C,$40
1202542,Z3=,10/14/2013,C,$39
1202543,EN6,9/25/2012,D,$1
1202544,OK4,1/22/2012,C,$5
1202545,?RP,2/2/2012,D,$44
1202546,-=X,7/6/2012,C,$31
1202547,?R<,12/24/2014,C,$49
1202548,8C>,11/9/2012,C,$27
1202549,7;K,5/27/2013,D,$10
1202550,9E>,11/25/2014,D,$2
1202551,WG4,9/4/2012,C,$4
1202552,7ZJ,1/24/2012,D,$12
1202553,MD7,9/17/2014,C,$48
1202554,Y4A,9/18/2012,C,$13
1202555,5Q.,8/9/2012,D,$25
1202556,ZXW,4/5/2012,C,$2
1202557,CI@,11/14/2013,D,$21
1202558,PTQ,11/16/2014,C,$32
1202559,R.F,12/16/2013,C,$26
1202560,3OF,7/27/2012,C,$21
1202561,@X3,6/22/2014,D,$23
1202562,M<P,11/13/2014,C,$19
1202563,78S,2/17/2014,C,$36
1202564,NL;,11/3/2013,D,$6
1202565,NX9,8/10/2013,C,$7
1202566,3EJ,10/14/2014,D,$18
1202567,YA?,4/20/2014,C,$29
1202568,A/X,5/18/2013,C,$16
1202569,S0?,12/3/2014,C,$29
1202570,3UY,12/3/2013,D,$13
1202571,Y<C,12/21/2013,D,$37
1202572,HRT,1/22/2014,C,$3
1202573,8.3,9/24/2014,D,$8
1202574,1VA,8/23/2014,C,$49
1202575,W:G,12/10/2012,C,$45
1202576,/DR,10/15/2013,D,$42
1202577,.U2,7/26/2013,C,$1
1202578,A33,11/28/2013,D,$3
1202579,GGF,6/11/2013,C,$48
1202580,OF:,4/3/2012,C,$12
1202581,P1P,2/15/2013,C,$48
1202582,<PU,7/11/2013,D,$48
1202583,WLV,6/24/2014,C,$31
1202584,C5>,5/19/2014,C,$2
1202585,UKD,2/10/2013,D,$9
1202586,:UO,2/15/2012,C,$33
1202587,=YV,5/13/2013,D,$5
1202588,AN4,12/8/2012,C,$37
1202589,F2K,8/5/2012,C,$1
1202590,N?@,6/6/2012,C,$42
1202591,:6I,12/12/2012,D,$39
1202592,.9L,4/23/2014,D,$5
1202593,@K-,9/1/2014,C,$3
1202594,FDP,8/13/2012,D,$41
1202595,RL4,7/7/2014,C,$5
1202596,-S?,9/19/2013,C,$25
1202597,>4X,9/1/2014,D,$11
1202598,JSP,1/8/2012,C,$17
1202599,TKR,9/7/2012,D,$50
1202600,TCR,10/18/2013,C,$6
1202601,C/5,1/6/2013,C,$21
1202602,X8P,8/26/2013,C,$39
1202603,5C.,8/13/2014,D,$3
1202604,V>X,3/20/2014,C,$13
1202605,MOC,9/19/2014,C,$26
1202606,6@N,5/12/2013,D,$26
1202607,4HR,1/18/2013,C,$29
1202608,V>N,12/1/2014,D,$36
1202609,BQ2,2/5/2012,C,$6
1202610,FTK,8/27/2013,C,$27
1202611,5I3,2/2/2012,C,$44
1202612,.V<,8/1/2014,D,$8
1202613,B/O,11/17/2012,D,$23
1202614,4:I,4/3/2013,C,$27
1202615,F5?,1/12/2013,D,$10
1202616,63<,6/23/2013,C,$11
1202617,>W-,12/4/2014,C,$44
1202618,8MI,2/10/2013,D,$49
1202619,22C,11/18/2012,C,$18
1202620,NIZ,3/19/2014,D,$3
1202621,;?S,1/7/2014,C,$6
1202622,K-<,3/22/2014,C,$6
1202623,KQ2,7/3/2012,C,$41
1202624,00?,1/9/2014,D,$38
1202625,DRV,10/17/2013,C,$44
1202626,31Z,6/23/2013,C,$9
1202627,=D:,5/8/2014,D,$31
1202628,QIP,6/12/2012,C,$35
1202629,CPY,9/20/2014,D,$14
1202630,1C6,7/25/2013,C,$40
1202631,79P,10/6/2013,C,$2
1202632,TW6,3/25/2013,C,$31
1202633,=<J,11/15/2012,D,$23
1202634,Y7.,8/9/2014,D,$31
1202635,<M@,7/28/2013,C,$16
1202636,>2M,6/4/2012,D,$11
1202637,0=N,4/7/2012,C,$12
1202638,><W,12/6/2013,C,$45
1202639,-A0,8/23/2014,D,$44
1202640,UEG,3/17/2012,C,$4
1202641,CC2,9/2/2014,D,$34
1202642,WE>,11/23/2012,C,$40
1202643,7-Y,10/1/2012,C,$8
1202644,US?,8/13/2014,C,$38
1202645,IHR,12/20/2014,D,$14
1202646,BQ2,11/13/2014,C,$27
1202647,OWN,4/8/2014,C,$33
1202648,P6<,1/12/2013,D,$25
1202649,QV<,7/21/2013,C,$2
1202650,6?6,11/13/2014,D,$47
1202651,K/Z,10/26/2012,C,$4
1202652,JXN,4/3/2014,C,$24
1202653,TZ-,2/22/2012,C,$43
1202654,GNB,7/16/2012,D,$29
1202655,=TJ,12/1/2014,D,$8
1202656,DH2,12/11/2012,C,$41
1202657,Z3P,1/23/2013,D,$13
1202658,ZIZ,1/4/2012,C,$6
1202659,-72,11/1/2014,C,$21
1202660,9Z;,4/9/2014,D,$14
1202661,NY;,9/12/2013,C,$34
1202662,.9Z,6/17/2012,D,$50
1202663,AJ/,9/10/2013,C,$41
1202664,-UQ,1/24/2013,C,$17
1202665,KQ3,7/22/2014,C,$17
1202666,VC8,12/28/2014,D,$33
1202667,NG@,1/2/2014,C,$48
1202668,YBM,10/16/2014,C,$39
1202669,35P,2/8/2013,D,$43
1202670,Y@F,5/24/2014,C,$20
1202671,R3I,6/12/2012,D,$13
1202672,<BS,8/6/2012,C,$7
1202673,:E5,1/14/2014,C,$44
1202674,<UN,11/4/2014,C,$19
1202675,MQ=,3/23/2014,D,$36
1202676,UDH,8/10/2014,D,$32
1202677,8FV,2/7/2014,C,$30
1202678,>EE,3/23/2014,D,$32
1202679,9JV,8/5/2014,C,$38
1202680,.VI,6/12/2012,C,$46
1202681,B6-,3/15/2014,D,$27
1202682,IH=,9/25/2014,C,$48
1202683,=-=,9/12/2014,D,$48
1202684,<RO,12/15/2012,C,$33
1202685,1VX,2/18/2013,C,$1
1202686,-RT,5/15/2012,C,$47
1202687,>YO,11/17/2013,D,$50
1202688,QZ8,1/12/2013,C,$40
1202689,6Q6,10/3/2012,C,$13
1202690,M6;,6/26/2014,D,$23
1202691,CU5,9/10/2014,C,$32
1202692,O1Y,8/26/2012,D,$46
1202693,-IX,3/5/2013,C,$19
1202694,28K,7/19/2013,C,$43
1202695,CI3,10/15/2014,C,$9
1202696,<Z7,5/28/2012,D,$4
1202697,UM@,1/24/2013,D,$19
1202698,T0T,4/10/2013,C,$42
1202699,GNH,10/12/2014,D,$4
1202700,U7E,6/11/2013,C,$8
1202701,FEV,5/10/2014,C,$27
1202702,X0O,6/1/2012,D,$24
1202703,/;0,10/28/2013,C,$45
1202704,2//,11/2/2013,D,$26
1202705,>7Z,2/21/2012,C,$38
1202706,J:>,12/6/2012,C,$30
1202707,O-<,11/13/2013,C,$25
1202708,HFH,3/24/2012,D,$11
1202709,UUQ,6/3/2013,C,$6
1202710,F6M,7/7/2014,C,$6
1202711,M>F,4/4/2012,D,$27
1202712,0UM,4/25/2012,C,$23
1202713,8RA,2/5/2013,D,$27
1202714,<-4,4/11/2014,C,$31
1202715,=TS,6/3/2013,C,$18
1202716,Q?5,4/13/2013,C,$21
1202717,KHA,7/1/2012,D,$2
1202718,@.E,6/11/2012,D,$49
1202719,MZS,12/7/2013,C,$7
1202720,..L,7/24/2014,D,$21
1202721,4BP,9/22/2013,C,$26
1202722,ONR,10/15/2013,C,$31
1202723,/SV,11/12/2013,D,$11
1202724,PUT,1/16/2013,C,$38
1202725,F8T,9/1/2012,D,$27
1202726,.?:,2/15/2012,C,$16
1202727,;T>,1/20/2012,C,$19
1202728,RFR,8/2/2013,C,$4
1202729,FL>,6/15/2014,D,$27
1202730,;?>,4/18/2014,C,$40
1202731,437,12/18/2012,C,$43
1202732,:L;,5/20/2012,D,$16
1202733,6YR,4/2/2014,C,$40
1202734,P36,3/21/2013,D,$11
1202735,HMT,11/15/2014,C,$44
1202736,X-T,12/16/2012,C,$25
1202737,>VL,10/8/2014,C,$32
1202738,5N4,4/6/2012,D,$13
1202739,RKA,11/20/2012,D,$23
1202740,L?E,10/23/2014,C,$24
1202741,S<I,12/1/2014,D,$49
1202742,<C0,11/25/2013,C,$28
1202743,1AC,2/16/2013,C,$13
1202744,R;/,4/22/2012,D,$2
1202745,@=G,9/22/2014,C,$50
1202746,UF7,10/12/2012,D,$36
1202747,=BM,5/12/2012,C,$45
1202748,SZI,10/21/2012,C,$31
1202749,FIT,1/9/2013,C,$40
1202750,KE2,10/8/2013,D,$45
1202751,0E>,10/16/2012,C,$2
1202752,7NT,1/9/2013,C,$23
1202753,89A,7/23/2012,D,$32
1202754,2>>,7/27/2014,C,$31
1202755,O42,5/20/2014,D,$3
1202756,AKS,9/8/2014,C,$20
1202757,J0.,12/25/2013,C,$40
1202758,CU<,6/28/2013,C,$14
1202759,B01,5/7/2014,D,$15
1202760,I1D,7/13/2012,D,$24
1202761,DNK,6/22/2013,C,$37
1202762,KZ@,11/3/2014,D,$36
1202763,-/E,9/28/2013,C,$22
1202764,>-L,7/8/2012,C,$34
1202765,CG/,12/7/2012,D,$44
1202766,ZZ@,9/19/2014,C,$35
1202767,FM0,1/22/2013,D,$45
1202768,HFD,1/21/2014,C,$46
1202769,VW?,5/4/2012,C,$23
1202770,RFL,4/8/2013,C,$31
1202771,VIJ,4/27/2014,D,$40
1202772,RLF,8/1/2013,C,$19
1202773,WE2,5/28/2014,C,$19
1202774,:3K,9/9/2012,D,$33
1202775,NAN,1/4/2014,C,$14
1202776,KZ6,2/12/2012,D,$48
1202777,LML,8/1/2012,C,$9
1202778,X;2,10/23/2012,C,$46
1202779,1KO,1/6/2014,C,$46
1202780,5V:,7/4/2014,D,$41
1202781,H7F,4/18/2012,D,$49
1202782,G38,7/9/2014,C,$16
1202783,C-7,6/27/2014,D,$45
1202784,XPX,11/4/2012,C,$17
1202785,/AS,3/10/2012,C,$46
1202786,CG0,1/13/2014,D,$18
1202787,5EZ,9/2/2013,C,$5
1202788,C8R,4/9/2012,D,$32
1202789,<I0,1/4/2012,C,$15
1202790,J44,5/21/2013,C,$28
1202791,L=E,10/13/2012,C,$21
1202792,>3:,5/23/2013,D,$9
1202793,GID,1/26/2013,C,$5
1202794,3H:,2/12/2013,C,$42
1202795,OMO,10/23/2014,D,$28
1202796,Q;C,8/2/2013,C,$35
1202797,L4.,12/14/2014,D,$41
1202798,81L,10/9/2012,C,$9
1202799,M34,2/10/2012,C,$1
1202800,>=-,3/11/2012,C,$24
1202801,MEI,7/9/2012,D,$39
1202802,.6N,9/16/2013,D,$33
1202803,/PC,6/24/2012,C,$14
1202804,.WV,3/11/2014,D,$31
1202805,K.L,6/13/2012,C,$45
1202806,XYP,2/14/2012,C,$1
1202807,D@-,5/22/2013,D,$27
1202808,H4V,9/27/2013,C,$13
1202809,1W0,12/17/2013,D,$35
1202810,GGU,12/24/2012,C,$44
1202811,WD/,1/6/2013,C,$32
1202812,XTV,7/16/2012,C,$41
1202813,S5S,5/1/2012,D,$10
1202814,SHA,3/19/2013,C,$41
1202815,>QJ,10/8/2013,C,$19
1202816,VT.,7/4/2013,D,$12
1202817,QQQ,11/15/2014,C,$44
1202818,EM2,4/20/2013,D,$25
1202819,XZT,2/24/2012,C,$29
1202820,K97,6/6/2013,C,$39
1202821,N0/,11/23/2012,C,$36
1202822,:GS,4/12/2014,D,$29
1202823,1VW,5/4/2013,D,$28
1202824,G9S,8/19/2012,C,$42
1202825,:X1,9/22/2014,D,$27
1202826,15S,1/15/2014,C,$40
1202827,/?K,9/26/2013,C,$26
1202828,?/B,12/25/2012,D,$38
1202829,3Y;,9/15/2014,C,$30
1202830,A8.,7/4/2014,D,$1
1202831,W.K,10/3/2013,C,$40
1202832,?8K,11/13/2013,C,$1
1202833,.C3,6/22/2014,C,$47
1202834,D/R,5/9/2014,D,$11
1202835,-PR,12/22/2014,C,$47
1202836,Y:E,12/9/2014,C,$31
1202837,ED4,11/9/2013,D,$31
1202838,WSJ,2/3/2012,C,$11
1202839,<;W,2/24/2013,D,$28
1202840,:4-,4/2/2013,C,$46
1202841,T.O,6/20/2014,C,$12
1202842,W<F,12/24/2013,C,$36
1202843,LK1,11/3/2013,D,$28
1202844,XAY,7/6/2012,D,$10
1202845,68G,8/12/2013,C,$7
1202846,ZH5,8/26/2013,D,$27
1202847,PDC,1/25/2013,C,$21
1202848,6GW,6/21/2012,C,$30
1202849,-IH,12/11/2012,D,$47
1202850,6Y0,12/2/2012,C,$24
1202851,K=1,2/3/2014,D,$8
1202852,0O8,3/10/2012,C,$17
1202853,UA5,7/25/2012,C,$20
1202854,WK/,9/19/2014,C,$41
1202855,LO=,3/23/2012,D,$20
1202856,/>6,10/19/2013,C,$33
1202857,J=D,4/17/2012,C,$7
1202858,.;0,9/25/2013,D,$43
1202859,.5R,5/9/2012,C,$42
1202860,T1H,10/28/2013,D,$16
1202861,5CJ,1/4/2012,C,$19
1202862,X=4,1/7/2012,C,$1
